id,name,definition
DOID:0061040,autosomal dominant intellectual developmental disorder 67,An autosomal dominant intellectual developmental disorder characterized by global developmental delay with variably impaired intellectual development apparent from infancy or early childhood that has_material_basis_in heterozygous mutation in the GRIA1 gene on chromosome 5q33.
DOID:0061041,autosomal dominant intellectual developmental disorder 68,"An autosomal dominant intellectual developmental disorder characterized by developmental delay/intellectual disability, primary autosomal recessive microcephaly, poor growth, feeding difficulties, and dysmorphic features that has_material_basis_in heterozygous mutation in the KMT2B gene on chromosome 19q13."
DOID:0061042,autosomal dominant intellectual developmental disorder 69,An autosomal dominant intellectual developmental disorder characterized by developmental delay with variably impaired intellectual development that has_material_basis_in heterozygous mutation in the LMAN2L gene on chromosome 2q11.
DOID:0061043,autosomal dominant intellectual developmental disorder 70,"An autosomal dominant intellectual developmental disorder characterized by mild global developmental delay, moderately impaired intellectual disability with speech difficulties, and behavioral abnormalities that has_material_basis_in a specific heterozygous missense mutation (R1740Q) in the SETD2 gene on chromosome 3p21."
DOID:0061044,autosomal dominant intellectual developmental disorder 71 with behavioral abnormalities,"An autosomal dominant intellectual developmental disorder characterized by global developmental delay with hypotonia, speech delay, and variably impaired cognitive development that has_material_basis_in heterozygous mutation in the RFX7 gene on chromosome 15q21."
DOID:0061045,autosomal dominant intellectual developmental disorder 72,"An autosomal dominant intellectual developmental disorder characterized by developmental delay, predominant speech delay, autistic or attention-deficit/hyperactivity disorder features, overfriendliness, generalized hypotonia, overweight/obesity, and dysmorphic features that has_material_basis_in heterozygous mutation in the SRRM2 gene on chromosome 16p13."
DOID:0061046,autosomal dominant intellectual developmental disorder 73,"An autosomal dominant intellectual developmental disorder characterized by impaired intellectual development that ranges from mild to severe, speech delay, behavioral abnormalities, and nonspecific dysmorphic facial features that has_material_basis_in heterozygous mutation in the TAF4 gene on chromosome 20q13."
DOID:0061047,autosomal dominant intellectual developmental disorder 74,"An autosomal dominant intellectual developmental disorder characterized by global developmental delay, including delay of gross and fine motor skills and speech delay, and variable subtle dysmorphic facial features that has_material_basis_in heterozygous mutation in the HNRNPC gene on chromosome 14q11."
DOID:0061048,autosomal dominant intellectual developmental disorder 75,An autosomal dominant intellectual developmental disorder that has_material_basis_in heterozygous mutation in the DHX9 gene on chromosome 1q25.
DOID:0061049,autosomal dominant intellectual developmental disorder type FRA12A,An autosomal dominant intellectual developmental disorder that has_material_basis_in heterozygous expanded CGG repeat in the 5-prime untranslated region of the DIP2B gene on chromosome 12q13.
DOID:0061050,autosomal dominant intellectual developmental disorder 60 with seizures,"An autosomal dominant intellectual developmental disorder characterized by global developmental delay apparent in infancy, followed by onset of seizures in the first years of life that has_material_basis_in heterozygous mutation in the AP2M1 gene on chromosome 3q27."
DOID:0061051,immunodeficiency 80,A primary immunodeficiency disease that is characterized by variable manifestations and that has_material_basis_in compound heterozygous mutation in the MCM10 gene on chromosome 10p13.
DOID:0061052,immunodeficiency 81,"A primary immunodeficiency disease that is characterized by highly variable phenotype that may include both immunodeficiency with recurrent infections, including bacterial and fungal infections, as well as autoimmune features, including autoimmune hemolytic anemia, pancytopenia, thrombocytopenia, and inflammatory bowel disease and that has_material_basis_in homozygous or compound heterozygous mutation in the SLP76 gene on chromosome 5q33."
DOID:0061053,immunodeficiency 82,"A primary immunodeficiency disease that is characterized by recurrent infections with various organisms, as well as noninfectious inflammation manifest as lymphocytic organ infiltration with gastritis, colitis, and lung, liver, CNS, or skin disease and and that has_material_basis_in heterozygous mutation in the SYK gene on chromosome 9q22."
DOID:0061054,immunodeficiency 84,A primary immunodeficiency disease that is characterized by recurrent sinopulmonary infections from childhood associated with low levels of B cells and impaired early B-cell development and that has_material_basis_in heterozygous mutation in the IKZF3 gene on chromosome 17q12-q21.
DOID:0061055,immunodeficiency 85,A primary immunodeficiency disease characterized by onset of atopic eczema and recurrent respiratory infections in the first decade of life that has_material_basis_in heterozygous mutation in the TOM1 gene on chromosome 22q12.
DOID:0061056,immunodeficiency 86,A T cell deficiency that is characterized by susceptibility to mycobacterial disease after exposure to BCG vaccine and that has_material_basis_in homozygous mutation in the SPPL2A gene on chromosome 15q21.
DOID:0061057,immunodeficiency 87,"A primary immunodeficiency disease that is characterized by a wide phenotypic variation and severity and that has_material_basis_in homozygous mutation in the DEF6 gene on chromosome 6p21. Affected individuals usually present in infancy or early childhood with increased susceptibility to infections, often Epstein-Barr virus, as well as with lymphadenopathy or autoimmune manifestations, predominantly hemolytic anemia."
DOID:0061058,immunodeficiency 88,A primary immunodeficiency disease that is characterized by the development of disseminated mycobacterial disease following vaccination with BCG and that has_material_basis_in homozygous mutation in the TBX21 gene on chromosome 17q21.
DOID:0061059,immunodeficiency 89,"A primary immunodeficiency disease that is characterized by adult onset of recurrent infections, allergies, microcytic anemia, and Crohn disease and that has_material_basis_in homozygous mutation in the CARD10 gene on chromosome 22q13."
DOID:0061060,immunodeficiency 90,"A primary immunodeficiency disease that is characterized by infancy or early childhood with recurrent fevers and bacterial or viral infections associated with central nervous system symptoms, including irritability, drowsiness, variable seizures, and white matter abnormalities on brain imaging and that has_material_basis_in homozygous or compound heterozygous mutation in the FADD gene on chromosome 11q13."
DOID:0061061,immunodeficiency 91,"A primary immunodeficiency disease that is characterized by both immunodeficiency and recurrent infections, often to viruses or mycobacteria, as well as by hyperinflammation with systemic involvement and that has_material_basis_in homozygous or compound heterozygous mutation in the ZNFX1 gene on chromosome 20q13."
DOID:0061062,immunodeficiency 92,A primary immunodeficiency disease that is characterized by the onset of recurrent infections in infancy or early childhood and that has_material_basis_in homozygous mutation in the REL gene on chromosome 2p16.
DOID:0061063,immunodeficiency 93,"A primary immunodeficiency disease that is characterized by onset of recurrent viral and bacterial infections, particularly with encapsulated bacteria, and hypertrophic cardiomyopathy in the first months or years of life and that has_material_basis_in homozygous or compound heterozygous mutation in the FNIP1 gene on chromosome 5q31."
DOID:0061064,immunodeficiency 94,"A primary immunodeficiency disease that is characterized by lymphadenopathy, autoinflammation, immunodeficiency with hypogammaglobulinemia, and dysmorphic facial features and that has_material_basis_in heterozygous gain-of-function mutation in the IL6ST gene on chromosome 5q11."
DOID:0061065,immunodeficiency 95,A primary immunodeficiency disease that is characterized by the onset of recurrent and severe viral respiratory infections in infancy or early childhood and that has_material_basis_in homozygous loss-of-function mutation in the IFIH1 gene on chromosome 2q24.
DOID:0061066,immunodeficiency 96,"A primary immunodeficiency disease that is characterized by onset of recurrent, usually viral, respiratory infections in infancy or early childhood and that has_material_basis_in homozygous or compound heterozygous mutation in the LIG1 gene on chromosome 19q13."
DOID:0061067,immunodeficiency 97,A T cell and NK cell immunodeficiency that is characterized by variable features and and that has_material_basis_in compound heterozygous mutation in the PIK3CG gene on chromosome 7q22.
DOID:0061068,immunodeficiency 98,A combined T cell and B cell immunodeficiency that is characterized by recurrent infections associated with lymphoproliferation and autoinflammation in the first decade of life and that has_material_basis_in hemizygous mutation in the TLR8 gene on chromosome Xp22.
DOID:0061069,immunodeficiency 99,A combined T cell and B cell immunodeficiency that is characterized by the onset of recurrent sinopulmonary infections in early childhood and that has_material_basis_in homozygous mutation in the CTNNBL1 gene on chromosome 20q11.
DOID:0061070,immunodeficiency 100,A primary immunodeficiency disease that is characterized by onset of respiratory insufficiency due to pulmonary alveolar proteinosis in the first months of life and that has_material_basis_in heterozygous mutation in the OAS1 gene on chromosome 12q24.
DOID:0061071,immunodeficiency 101,A primary immunodeficiency disease that is characterized by reactivation of varicella zoster virus (VZV) infection in adulthood after primary childhood infection with VZV and that has_material_basis_in heterozygous mutation in the POLR3F gene on chromosome 20p11.
DOID:0061072,immunodeficiency 102,"A T cell and NK cell immunodeficiency that is characterized by the onset of recurrent sinopulmonary, mucosal, and other infections in early childhood, usually accompanied by refractory autoimmune cytopenias and that has_material_basis_in hemizygous mutation in the SASH3 gene on chromosome Xq26."
DOID:0061073,Perrault syndrome 7,A Perrault syndrome that is characterized by sensorineural hearing loss and ovarian insufficiency in females and that has_material_basis_in compound heterozygous or homozygous mutation in the DAP3 gene on chromosome 1q22.
DOID:0061074,severe combined immunodeficiency 105,A severe combined immunodeficiency that is characterized by onset of recurrent infections in early infancy and that has_material_basis_in homozygous or compound heterozygous mutation in the PTPRC gene on chromosome 1q31.
DOID:0061075,immunodeficiency 106,A primary immunodeficiency disease that is characterized by increased susceptibility to viral infections beginning in infancy or early childhood and that has_material_basis_in homozygous or compound heterozygous mutation in the IFNAR1 gene on chromosome 21q22.
DOID:0061076,immunodeficiency 107,A primary immunodeficiency disease that is characterized by the development of invasive and severe life-threatening infections with S. aureus affecting the skin and/or lungs and that has_material_basis_in heterozygous mutation in the OTULIN gene on chromosome 5p15.
DOID:0061077,immunodeficiency 108,"A primary immunodeficiency disease that is characterized mainly by autoinflammation, often manifest as onset of recurrent episodes of abdominal pain associated with fever and elevated inflammatory markers around adolescence and that has_material_basis_in homozygous mutation in the CEBPE gene on chromosome 14q11."
DOID:0061078,immunodeficiency 109,A primary immunodeficiency disease that is characterized by onset of recurrent sinopulmonary infections in childhood and that has_material_basis_in homozygous mutation in the TNFRSF9 gene on chromosome 1p36.
DOID:0061079,immunodeficiency 112,"A T cell, B cell, and NK cell deficiency that is characterized by variable manifestations beginning in early childhood and that has_material_basis_in homozygous mutation in the MAP3K14 gene on chromosome 17q21."
DOID:0061080,immunodeficiency 114,A primary immunodeficiency disease that is characterized by the onset of oral ulcers and recurrent skin and respiratory infections in early infancy and that has_material_basis_in homozygous mutation in the SLC19A1 gene on chromosome 21q22.
DOID:0061081,immunodeficiency 115,A primary immunodeficiency disease that is characterized by the onset of symptoms of immune dysregulation in early infancy and that has_material_basis_in homozygous or compound heterozygous mutation in the RNF31 gene on chromosome 14q11.
DOID:0061082,immunodeficiency 116,A T cell deficiency that is characterized by the onset of recurrent upper and lower respiratory tract infections in infancy or early childhood and that has_material_basis_in homozygous mutation in the CD8-alpha gene on chromosome 2p12.
DOID:0061083,immunodeficiency 117,A T cell and NK cell immunodeficiency that is characterized by increased susceptibility to disseminated mycobacterial infection apparent in early childhood and that has_material_basis_in homozygous mutation in the IRF1 gene on chromosome 5q31.
DOID:0061084,immunodeficiency 118,"A primary immunodeficiency disease that is characterized by increased susceptibility to the development of disseminated mycobacterial infections in infancy, notably after BCG vaccination and that has_material_basis_in hemizygous mutation in the MCTS1 gene on chromosome Xq24."
DOID:0061085,immunodeficiency 119,"A T cell, B cell, and NK cell deficiency that is characterized by the onset of recurrent upper and lower respiratory infections and warts in childhood and that has_material_basis_in homozygous mutation in the ICOSLG gene on chromosome 21q22. Affected individuals are susceptible to chronic DNA-based viral infections, including HPV and HSV."
DOID:0061086,immunodeficiency 120,A combined T cell and B cell immunodeficiency that is characterized by the onset of recurrent upper and lower respiratory tract infections in early childhood and that has_material_basis_in homozygous or compound heterozygous mutation in the POLD1 gene on chromosome 19q13.
DOID:0061087,immunodeficiency 121,"A severe combined immunodeficiency that is characterized by T-, B-, NK+/- severe combined immunodeficiency associated with failure to thrive, erythrodermia, diarrhea, and alopecia and that has_material_basis_in heterozygous mutation in the PSMB10 gene on chromosome 16q22."
DOID:0061088,immunodeficiency 122,"A T cell, B cell, and NK cell deficiency that is characterized by early-infantile onset of recurrent viral and bacterial infections of the respiratory tract and skin and that has_material_basis_in homozygous mutation in the POLD3 gene on chromosome 11q13."
DOID:0061089,immunodeficiency 123,A T cell deficiency that is characterized by the onset of HPV-related common cutaneous warts in the first decade of life and that has_material_basis_in homozygous mutation in the CD28 gene on chromosome 2q33.
DOID:0061090,severe combined immunodeficiency 124,A severe combined immunodeficiency that is characterized by the onset of recurrent infections in infancy or early childhood and that has_material_basis_in homozygous or compound heterozygous mutation in the NHEJ1 gene on chromosome 2q35.
DOID:0061091,immunodeficiency 125,"A B cell deficiency that is characterized by recurrent diarrhea and failure to thrive beginning in infancy followed by recurrent bacterial, viral, and fungal infections and that has_material_basis_in homozygous mutation in the FLT3LG gene on chromosome 19q13."
DOID:0061092,immunodeficiency 127,A primary immunodeficiency disease that is characterized by increased susceptibility to recurrent pulmonary infection with Mycobacterium tuberculosis and that has_material_basis_in homozygous mutation in the TNF gene on chromosome 6p21.
DOID:0061093,immunodeficiency 128,"A T cell, B cell, and NK cell deficiency that is characterized by the onset of recurrent bacterial and viral infections in the first year of life and that has_material_basis_in homozygous mutation in the COPG1 gene on chromosome 3q21."
DOID:0061094,immunodeficiency 129,"A T cell deficiency that is characterized by recurrent bacterial, viral, and fungal infections beginning in the first or second decades of life and that has_material_basis_in homozygous mutation in the RHOH gene on chromosome 4p14."
DOID:0061096,immunodeficiency 133,"A primary immunodeficiency disease that is characterized immunodeficiency manifest as combined immunodeficiency (CID) or common variable immunodeficiency (CVID) and features of ectodermal dysplasia, notably dysmorphic conical incisors and sparse hair, and that has_material_basis_in heterozygous mutation in the ITPR3 gene on chromosome 6p21."
DOID:0061097,immunodeficiency 132B,"A primary immunodeficiency disease that is characterized by recurrent upper and lower respiratory infections caused by various pathogens beginning in childhood, B-cell lymphoid hyperplasia, and dysregulation of T-cell subsets and function and that has_material_basis_in heterozygous loss-of-function mutation in the TRAF3 gene on chromosome 14q32."
DOID:0061098,Carpenter syndrome 1,A Carpenter syndrome that has_material_basis_in homozygous mutation in the RAB23 gene on chromosome 6p11.
DOID:0061099,Carpenter syndrome 2,"A Carpenter syndrome characterized by multisuture craniosynostosis and polysyndactyly of the hands and feet, in association with abnormal left-right patterning and other features, most commonly obesity, umbilical hernia, cryptorchidism, and congenital heart disease that has_material_basis_in homozygous or compound heterozygous mutation in the MEGF8 gene on chromosome 19q13."
DOID:0061100,autosomal dominant primary microcephaly,"A primary microcephaly characterized by microcephaly present at birth, where the brain is small but has normal architecture, and nonprogressive mental retardation that has_material_basis_in an autosomal dominant mutation."
DOID:0061101,immunodeficiency 132A,A primary immunodeficiency disease that is characterized by increased susceptibility to infection with certain pathogens and that has_material_basis_in heterozygous dominant-negative mutation in the TRAF3 gene on chromosome 14q32.
DOID:0061102,hypertrophic cardiomyopathy 27,A familial hypertrophic cardiomyopathy characterized by biventricular involvement and atypical distribution of hypertrophy that has_material_basis_in homozygous or compound heterozygous mutation in the ALPK3 gene on chromosome 15q25.
