id,name,definition
DOID:0060962,orofaciodigital syndrome XX,"An orofaciodigital syndrome that is characterized by bilateral oral clefting, polydactyly/syndactyly, cerebral malformations, cardiac defects, anorectal anomalies, and shortening of the long bones that has_material_basis_in homozygous or compound heterozygous mutation in the RAB34 gene on chromosome 17q11."
DOID:0060964,Loeys-Dietz syndrome 6,A Loeys-Dietz syndrome characterized by aortic/arterial aneurysm and dissection in association with connective tissue findings that has_material_basis_in heterozygous mutation in the SMAD2 gene (601366) on chromosome 18q21.
DOID:0060965,episodic ataxia type 9,An episodic ataxia that is characterized by onset of ataxic episodes in the first years of life that has_material_basis_in heterozygous mutation in the SCN2A gene on chromosome 2q23.
DOID:0060966,"dystonia 22, juvenile-onset","A dystonia characterized by progressive, generalized dystonia associated with cognitive decline and cerebellar atrophy on brain imaging that has_material_basis_in homozygous loss-of-function mutation in the TSPOAP1 gene (610764) on chromosome 17q22."
DOID:0060967,"dystonia 22, adult-onset",A dystonia characterized by focal dystonia or tremor and mild cognitive impairment that has_material_basis_in homozygous missense mutation in the TSPOAP1 gene.
DOID:0060968,hypotrichosis 15,"A hypotrichosis that is characterized by sparse or absent hair on the scalp and/or body, and eyebrows and eyelashes may be sparse or absent as well that has_material_basis_in homozygous mutation in the C3ORF52 gene on chromosome 3q13."
DOID:0060969,galactosemia 4,A galactosemia characterized by persistent congenital galactosemia due to deficiency of the enzyme galactose mutarotase that has_material_basis_in homozygous or compound heterozygous mutation in the GALM gene on chromosome 2p22.
DOID:0060970,Cornelia de Lange syndrome 6,A Cornelia de Lange syndrome characterized by malformations affecting multiple systems that has_material_basis_in heterozygous mutation in the BRD4 gene on chromosome 19p13.
DOID:0060971,interstitial lung disease 2,An interstitial lung disease pulmonary fibrosis that is characterized by scarring of the lung and that has_material_basis_in heterozygous mutation in the SFTPA2 gene on chromosome 10q22.
DOID:0060972,"renal hypomagnesemia 7, with or without dilated cardiomyopathy",A hypomagnesemia characterized by renal salt wasting resulting in hypomagnesemia with secondary effects such as hypokalemia or hypocalcemia that has_material_basis_in heterozygous mutation in the RRAGD gene on chromosome 6q15.
DOID:0060973,WHIM syndrome 2,"An immunodeficiency disease that is characterized by chronic neutropenia and myelokathexis, which is impaired neutrophil mobilization from the bone marrow and that has_material_basis_in homozygous mutation in the CXCR2 gene on chromosome 2q35."
DOID:0060974,autosomal recessive Robinow syndrome 2,"A Robinow syndrome characterized bypostnatal mesomelic short stature and relative macrocephaly as well as dysmorphic facial features, including frontal bossing, hypertelorism, prominent eyes, wide short nose with anteverted nares, and triangular mouth that has_material_basis_in homozygous or compound heterozygous mutation in the NXN gene on chromosome 17p13."
DOID:0060975,polycystic liver disease 2,A liver disease characterized by the presence of multiple liver cysts resulting from structural changes in the biliary tree during development that has_material_basis_in heterozygous mutation in the SEC63 gene on chromosome 6q21.
DOID:0060976,polycystic liver disease 3,A liver disease characterized by the development of multiple liver cysts that usually becomes apparent in adulthood that has_material_basis_in heterozygous mutation in the ALG8 gene on chromosome 11q14.
DOID:0060977,polycystic liver disease 4,A liver disease characterized by adult-onset of liver cysts arising from the bile duct epithelium that has_material_basis_in heterozygous mutation in the LRP5 gene on chromosome 11q13.
DOID:0060978,Fanconi anemia complementation group W,A Fanconi anemia that has_material_basis_in compound heterozygous mutation in the RFWD3 gene on chromosome 16q23.
DOID:0060979,Fanconi anemia complementation group S,"A Fanconi anemia characterized by developmental delay apparent from infancy, short stature, microcephaly, and coarse dysmorphic features that has_material_basis_in compound heterozygous or homozygous mutation in the BRCA1 gene on chromosome 17q21."
DOID:0060980,polycystic liver disease 1,A polycystic disease characterized by the presence of multiple liver cysts of biliary epithelial origin that has_material_basis_in heterozygous mutation in the PRKCSH gene on chromosome 19p13.
DOID:0060981,mosaic variegated aneuploidy syndrome 4,"A mosaic variegated aneuploidy syndrome that is characterized by mosaic aneuploidy, patients have microcephaly, mild developmental delay, and mild maculopathy and that has_material_basis_in compound heterozygous mutation in the CENATAC gene on chromosome 11q23."
DOID:0060982,mosaic variegated aneuploidy syndrome 7 with inflammation and tumor predisposition,A mosaic variegated aneuploidy syndrome that is characterized by increased susceptibility to benign and malignant neoplasms beginning in early childhood that has_material_basis_in compound heterozygous mutation in the MAD1L1 gene on chromosome 7p22.
DOID:0060983,sitosterolemia 2,"An intestinal disease that is characterized by unrestricted intestinal absorption of both cholesterol and plant-derived cholesterol-like molecules, such as sitosterol that has_material_basis_in homozygous or compound heterozygous mutation in the ABCG5 gene on chromosome 2p21."
DOID:0060984,digenic dyskeratosis congenita,"A dyskeratosis congenita characterized by combination of mucocutaneous features including abnormal skin pigmentation, nail dystrophy, thin hair, and oral leukoplakia that has_material_basis_in  heterozygous mutation in the TYMS gene combined with a specific haplotype in the ENOSF1 gene, both of which reside on chromosome 18p11."
DOID:0060985,preaxial polydactyly type IV,A polydactyly that has_material_basis_in heterozygous mutation in the GLI3 gene on chromosome 7p14.
DOID:0060986,preaxial polydactyly II,"A polydactyly characterized by the presence of 3 phalanges within the thumb that has_material_basis_in heterozygous mutation in the ZRS, a regulatory element of SHH, on chromosome 7q36."
DOID:0060987,preaxial polydactyly I,A polydactyly characterized by the duplication of one or more skeletal components of a biphalangeal thumb and/or hallux that has_material_basis_in homozygous mutation in the GLI1 gene (165220) on chromosome 12q13.
DOID:0060988,pancreatic agenesis 2,A pancreatic agenesis that has_material_basis_in homozygous or compound heterozygous mutation in a distal enhancer of the PTF1A gene on chromosome 10p12.
DOID:0060989,"short stature, facial dysmorphism, and skeletal anomalies with or without cardiac anomalies 1","A syndrome characterized by distinctive facial features including midface retrusion, short upturned nose, long philtrum, high-arched or cleft palate, and variable degrees of micrognathia and dental crowding with keletal anomalies including patterning defects of the axial skeleton, characterized by 11 pairs of ribs and brachydactyly of the fifth ray that has_material_basis_in heterozygous mutation in the BMP2 gene on chromosome 20p12."
DOID:0060990,congenital disorder of deglycosylation 2,"A carbohydrate metabolic disorder characterized by variable associated features such as dysmorphic facies, impaired intellectual development, and brain anomalies, including polymicrogyria, interhemispheric cysts, hypothalamic hamartoma, callosal anomalies, and hypoplasia of brainstem and cerebellar vermis that has_material_basis_in  homozygous or compound heterozygous mutation in the MAN2C1 gene on chromosome 15q24."
DOID:0060991,congenital disorder of deglycosylation,A carbohydrate metabolic disorder that is charactized mutations resulting in malfunction impacting the addition of glycans to proteins.
DOID:0060992,bent bone dysplasia syndrome 1,"A bone remodeling disease characterized by poor mineralization of the calvarium, craniosynostosis, dysmorphic facial features, prenatal teeth, hypoplastic pubis and clavicles, osteopenia, and bent long bones  that has_material_basis_in heterozygous mutation in the FGFR2 gene on chromosome 10q26."
DOID:0060993,bent bone dysplasia syndrome 2,"A bone remodeling disease characterized by defects in both the axial and appendicular skeleton, with radiographic findings of undermineralized bone and a distinct angulation of the mid femoral shaft that has_material_basis_incompound heterozygous mutation in the LAMA5 gene on chromosome 20q13."
DOID:0060994,encephalopathy due to defective mitochondrial and peroxisomal fission 2,"A syndrome characterized by delayed psychomotor development, severe hypotonia with inability to walk, microcephaly, and abnormal signals in the basal ganglia that has_material_basis_in homozygous or compound heterozygous mutation in the MFF gene on chromosome 2q36."
DOID:0060995,autosomal dominant isolated macrothrombocytopenia 2,A thrombocytopenia that is characterized by the finding of low platelet numbers and abnormally large platelets with irregular shapes that has_material_basis_in heterozygous mutation in the TUBA8 gene on chromosome 22q11.
DOID:0060996,poor metabolism of thiopurines 2,A poor metabolism of thiopurines that has_material_basis_in variation in the NUDT15 gene on chromosome 13q14.
DOID:0060997,rhabdoid tumor predisposition syndrome 2,A rhabdoid tumor predisposition syndrome that has_material_basis_in heterozygous germline mutation in the SMARCA4 gene on chromosome 19p13.
DOID:0060998,striatal degeneration 2,"A multiple system atrophy characterized by hyperkinetic movements, mainly chorea, resulting from dysfunction of the basal ganglia that has_material_basis_in heterozygous mutation in the PDE10A gene on chromosome 6q27."
DOID:0060999,mitochondrial trifunctional protein deficiency 2,"A mitochondrial trifunctional protein deficiency that has_material_basis_in homozygous or compound heterozygous mutation in the HADHB gene the beta subunit of the mitochondrial trifunctional protein, on chromosome 2p23.3."
DOID:0061001,glycine encephalopathy 2,"A glycine encephalopathy that has_material_basis_in homozygous or compound heterozygous mutation in the AMT gene, which encodes a member of the glycine cleavage system (protein T), on chromosome 3p21."
DOID:0061002,congenital amegakaryocytic thrombocytopenia 2,"A thrombocytopenia characterized by thrombocytopenia with progression to pancytopenia, aplastic anemia, and bone marrow failure that has_material_basis_in homozygous mutation in the THPO gene on chromosome 3q27."
DOID:0061003,pancreatic agenesis 1,A pancreatic agenesis characterized by intrauterine growth retardation that has_material_basis_in homozygous or compound heterozygous mutation in the PDX1 gene on chromosome 13q12.
DOID:0061004,poor metabolism of thiopurines 1,A poor metabolism of thiopurines that has_material_basis_in homozygous or compound heterozygous mutation in the TPMT gene on chromosome 6p22.
DOID:0061005,congenital amegakaryocytic thrombocytopenia 1,A congenital amegakaryocytic thrombocytopenia that is characterized by onset of thrombocytopenia and megakaryocytopenia in infancy or early childhood that has_material_basis_in autosomal homozygous or compound heterozygous mutation in the myeloproliferative leukemia virus oncogene on chromosome 1p34.
DOID:0061006,advanced sleep phase syndrome 4,An advanced sleep phase syndrome that has_material_basis_in heterozygous mutation in the TIMELESS gene on chromosome 12q13.
DOID:0061007,sideroblastic anemia 5,A sideroblastic anemia that is characterized by abnormal iron accumulation in the mitochondria or erythroid cells that  has_material_basis_in compound heterozygous mutation in the HSCB gene on chromosome 22q12.
DOID:0061008,craniosynostosis 6,A craniosynostosis that has_material_basis_in heterozygous mutation in the ZIC1 gene on chromosome 3q24.
DOID:0061009,craniosynostosis 2,"A craniosynostosis characterized by a highly variable craniosynostosis with frontal bossing, turribrachycephaly and cloverleaf skull anomaly that has_material_basis_in heterozygous mutation in the MSX2 gene on chromosome 5q35."
DOID:0061010,craniosynostosis 1,A craniosynostosis that has_material_basis_in heterozygous mutation in the TWIST1 gene on chromosome 7p21.
DOID:0061011,craniosynostosis 3,A craniosynostosis that has_material_basis_in heterozygous mutation in the TCF12 gene on chromosome 15q21.
DOID:0061012,craniosynostosis 4,A craniosynostosis that has_material_basis_in heterozygous mutation in the ERF gene on chromosome 19q13.
DOID:0061013,ovarian dysgenesis 9,"A 46 XX gonadal dysgenesis characterized by severe nonsyndromic primary ovarian insufficiency with primary amenorrhea, hypoplastic or absent ovaries, and delayed bone age that has_material_basis_in homozygous mutation in the SPIDR gene on chromosome 8q11."
DOID:0061014,ovarian dysgenesis 10,A 46 XX gonadal dysgenesis characterized by primary amenorrhea and absent puberty that has_material_basis_in homozygous mutation in the ZSWIM7 gene on chromosome 17p12.
DOID:0061015,female-restricted Wieacker-Wolff syndrome,A syndromic X-linked intellectual disability that has_material_basis_in heterozygous mutation in the ZC4H2 gene on chromosome Xq11.
DOID:0061016,combined or isolated pituitary growth hormone deficiency 7,A combined pituitary hormone deficiency that has_material_basis_in compound heterozygous mutation in the RNPC3 gene on chromosome 1p21.
DOID:0061017,combined pituitary hormone deficiency 4,A combined pituitary hormone deficiency that has_material_basis_in heterozygous mutation in the LHX4 gene on chromosome 1q25.
DOID:0061018,combined or isolated pituitary hormone deficiency 8,A combined pituitary hormone deficiency that has_material_basis_in heterozygous mutation in the ROBO1 gene on chromosome 3p12.
DOID:0061019,combined or isolated pituitary hormone deficiency 1,"A combined pituitary hormone deficiency that has_material_basis_in homozygous, compound heterozygous, or heterozygous mutation in the POU1F1 gene on chromosome 3p11."
DOID:0061020,combined pituitary hormone deficiency 2,A combined pituitary hormone deficiency that has_material_basis_in homozygous or compound heterozygous mutation in the PROP1 gene on chromosome 5q35.
DOID:0061021,combined pituitary hormone deficiency 3,A combined pituitary hormone deficiency that has_material_basis_in homozygous mutation in the LHX3 gene on chromosome 9q34.
DOID:0061022,combined pituitary hormone deficiency 6,A combined pituitary hormone deficiency that has_material_basis_in heterozygous mutation in the OTX2 gene on chromosome 14q21.
DOID:0061023,nonphotosensitive trichothiodystrophy 8,"A nonphotosensitive trichothiodystrophy that is characterized by brittle hair and nails and scaly skin, accompanied by failure to thrive, microcephaly, and neuromotor developmental delay that has_material_basis_in compound heterozygous mutation in the AARS1 gene on chromosome 16q22."
DOID:0061024,nonphotosensitive trichothiodystrophy 9,"A nonphotosensitive trichothiodystrophy that is characterized by brittle hair and nails and scaly skin, accompanied by failure to thrive, microcephaly, and neuromotor developmental delay that has_material_basis_in homozygous mutation in the MARS1 gene on chromosome 12q13."
DOID:0070517,retinal macular dystrophy 2,"A retinal macular dystrophy characterized by slowly progressive ''bull's eye'' maculopathy, mild visual impairment, and central scotomata that has_material_basis_in heterozygous mutation in the PROM1 gene on chromosome 4p15.32."
DOID:0070518,familial multiple lipomatosis,A lipomatosis characterized by the development of numerous encapsulated lipomas on the extremities and trunk that has_material_basis_in autosomal dominant inheritance.
DOID:0070519,early-onset vitamin B6-dependent epilepsy 4,A pyridoxine-dependent epilepsy that has_material_basis_in homozygous or compound heterozygous mutation in the ALDH7A1 gene on chromosome 5q23.2.
DOID:0070520,peeling skin syndrome 1,A peeling skin syndrome that has_material_basis_in homozygous mutation in the CDSN gene on chromosome 6p21.33.
DOID:0070521,peeling skin syndrome 2,A peeling skin syndrome that has_material_basis_in homozygous or compound heterozygous mutation in the TGM5 gene on chromosome 15q15.2.
DOID:0070522,peeling skin syndrome 3,A peeling skin syndrome that has_material_basis_in autosomal recessive inheritance of variation in the chromosome region 19q13.
DOID:0070523,peeling skin syndrome 4,A peeling skin syndrome that has_material_basis_in homozygous mutation in the CSTA gene on chromosome 3q21.1.
DOID:0070524,peeling skin syndrome 5,A peeling skin syndrome that has_material_basis_in homozygous mutation in the SERPINB8 gene on chromosome 18q22.1.
DOID:0070525,peeling skin syndrome 6,A peeling skin syndrome that has_material_basis_in homozygous mutation in the FLG2 gene on chromosome 1q21.3.
DOID:0070526,PLACK syndrome,"An skin disease characterized by peeling skin in association with leukonychia, acral punctate keratoses, cheilitis, and knuckle pads that has_material_basis_in homozygous mutation in the CAST gene on chromosome 5q15."
DOID:0070527,Borrelia miyamotoi disease,"A primary bacterial infectious disease that has_material_basis_in Borrelia miyamotoi, which is transmitted_by the blacklegged tick (Ixodes scapularis), the western blacklegged tick (Ixodes pacificus), the taiga tick (Ixodes persulcatus), or the castor bean tick (Ixodes ricinus). The infection has_symptom fever, headache, chills, muscle pain, joint pain, asthenia, fatigue and nausea, and rarely relapses."
DOID:0070528,cepacia syndrome,"An opportunistic bacterial infectious disease characterized by necrotizing pneumonia, acute respiratory distress syndrome, and bacteremia that has_material_basis_in Burkholderia cepacia complex, which is transmitted_by contact transmission, droplet spread transmission, vehicle-borne fomite transmission, and vehicle-borne ingestion transmission."
DOID:0070529,Sifrim-Hitz-Weiss syndrome,"An autosomal dominant intellectual developmental disorder that is characterized by developmental delay, speech delay, usually mild-to-moderate intellectual disability, and variable congenital anomalies in other systems and that has_material_basis_in heterozygous mutation in the CHD4 gene on chromosome 12p13.31."
DOID:0070530,foveal hypoplasia 1,"A retinal disease characterized by foveal hypoplasia with decreased visual acuity, nystagmus and lack of aniridia that has_material_basis_in heterozygous mutation in the PAX6 gene on chromosome 11p13."
DOID:0070531,foveal hypoplasia 2,A retinal disease characterized by foveal hypoplasia with decreased visual acuity and nystagmus that has_material_basis_in homozygous or compound heterozygous mutation in the SLC38A8 gene on chromosome 16q23.3. Optic nerve decussation defects and anterior segment dysgenesis are also frequently seen.
DOID:0070532,aniridia 1,An aniridia that has_material_basis_in heterozygous mutation in the PAX6 gene on chromosome 11p13. Additional ocular anomalies are also common.
DOID:0070533,long QT syndrome 16,"A long QT syndrome characterized by perinatal onset of markedly prolonged corrected QT (QTc) interval, 2:1 atrioventricular (AV) block, and bradycardia or ventricular tachycardia (torsades de pointes) that has_material_basis_in heterozygous mutation in the CALM3 gene on chromosome 19q13.32. Syncope, cardiac arrest, and sudden death are common."
DOID:0070534,arrhythmogenic left ventricular cardiomyopathy,"An intrinsic cardiomyopathy characterized by hypokinetic, non-dilated, fibrotic or fibrofatty left ventricular myocardium and ventricular arrhythmias with a right bundle branch block pattern, with limited to no involvement of the right ventricle."
DOID:0070535,arrhythmogenic biventricular cardiomyopathy,"An intrinsic cardiomyopathy characterized by hypokinetic, non-dilated, fibrotic or fibrofatty replacement in both the left and right ventricular myocardium, with ventricular arrhythmias with left and right bundle branch block patterns."
